" Tabela 3 - Minerais na composição de alimentos por 100 gramas de parte comestível",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"(continuação)"
"Código e descrição do alimento ",,"Código e descrição da preparação",,"Cálcio 
(mg)","Mag-
nésio 
(mg)","Man-
ganês 
(mg)","Fósforo 
(mg)","Ferro 
(mg)","Sódio 
(mg)","Sódio 
de 
adição 
(mg)","Potás-
sio
(mg)","Co-
bre 
(mg)","Zinco
(mg)","Selê-
nio
(mcg)"
"Cereais e leguminosas",,,,,,,,,,,,,,
7800301,"Parte de galinha ou frango não especificada",4,"Assado(a)","15,00","23,00","0,02","182,00","1,26","82,00","333,00","223,00","0,07","1,94","23,90"
7800301,"Parte de galinha ou frango não especificada",5,"Frito(a)","15,00","23,00","0,02","182,00","1,26","82,00","333,00","223,00","0,07","1,94","25,08"
7800301,"Parte de galinha ou frango não especificada",6,"Empanado(a)/à milanesa","15,67","23,98","0,05","186,80","1,47","82,09","333,00","227,76","0,07","1,97","26,58"
7800301,"Parte de galinha ou frango não especificada",7,"Refogado(a)","15,00","23,00","0,02","182,00","1,26","82,00","333,00","223,00","0,07","1,94","25,08"
7800301,"Parte de galinha ou frango não especificada",8,"Molho vermelho","14,60","21,60","0,04","150,80","1,21","170,40","333,00","244,60","0,08","1,59","19,16"
7800301,"Parte de galinha ou frango não especificada",13,"Ensopado","15,00","23,00","0,02","182,00","1,26","82,00","333,00","223,00","0,07","1,94","25,08"
7800301,"Parte de galinha ou frango não especificada",99,"Não se aplica","15,00","23,00","0,02","182,00","1,26","82,00","333,00","223,00","0,07","1,94","23,90"
7800302,"Frango em pedaços",1,"Cru(a)","15,00","23,00","0,02","182,00","1,26","82,00","333,00","223,00","0,07","1,94","23,90"
7800302,"Frango em pedaços",2,"Cozido(a)","15,00","23,00","0,02","182,00","1,26","82,00","333,00","223,00","0,07","1,94","23,90"
7800302,"Frango em pedaços",3,"Grelhado(a)/brasa/churrasco","15,00","23,00","0,02","182,00","1,26","82,00","333,00","223,00","0,07","1,94","23,90"
7800302,"Frango em pedaços",4,"Assado(a)","15,00","23,00","0,02","182,00","1,26","82,00","333,00","223,00","0,07","1,94","23,90"
7800302,"Frango em pedaços",5,"Frito(a)","15,00","23,00","0,02","182,00","1,26","82,00","333,00","223,00","0,07","1,94","25,08"
7800302,"Frango em pedaços",6,"Empanado(a)/à milanesa","15,67","23,98","0,05","186,80","1,47","82,09","333,00","227,76","0,07","1,97","26,58"
7800302,"Frango em pedaços",7,"Refogado(a)","15,00","23,00","0,02","182,00","1,26","82,00","333,00","223,00","0,07","1,94","25,08"
7800302,"Frango em pedaços",8,"Molho vermelho","14,60","21,60","0,04","150,80","1,21","170,40","333,00","244,60","0,08","1,59","19,16"
7800302,"Frango em pedaços",9,"Molho branco","34,36","20,67","0,03","164,75","1,08","120,60","333,00","207,92","0,06","1,64","21,27"
7800302,"Frango em pedaços",10,"Ao alho e óleo","15,00","23,00","0,02","182,00","1,26","82,00","333,00","223,00","0,07","1,94","25,08"
7800302,"Frango em pedaços",11,"Com manteiga/óleo","15,64","27,05","0,02","216,64","1,06","92,37","333,00","247,64","0,05","1,23","24,43"
7800302,"Frango em pedaços",13,"Ensopado","15,00","23,00","0,02","182,00","1,26","82,00","333,00","223,00","0,07","1,94","25,08"
7800302,"Frango em pedaços",15,"Sopa","5,22","3,26","0,08","18,48","0,24","343,65","-","37,02","0,03","0,15","1,55"
7800302,"Frango em pedaços",99,"Não se aplica","15,00","23,00","0,02","182,00","1,26","82,00","333,00","223,00","0,07","1,94","23,90"
7800303,"Galinha em pedaços ",2,"Cozido(a)","15,00","23,00","0,02","182,00","1,26","82,00","333,00","223,00","0,07","1,94","23,90"
7800303,"Galinha em pedaços ",3,"Grelhado(a)/brasa/churrasco","15,00","23,00","0,02","182,00","1,26","82,00","333,00","223,00","0,07","1,94","23,90"
7800303,"Galinha em pedaços ",4,"Assado(a)","15,00","23,00","0,02","182,00","1,26","82,00","333,00","223,00","0,07","1,94","23,90"
7800303,"Galinha em pedaços ",5,"Frito(a)","15,00","23,00","0,02","182,00","1,26","82,00","333,00","223,00","0,07","1,94","25,08"
7800303,"Galinha em pedaços ",6,"Empanado(a)/à milanesa","15,67","23,98","0,05","186,80","1,47","82,09","333,00","227,76","0,07","1,97","26,58"
7800303,"Galinha em pedaços ",7,"Refogado(a)","15,00","23,00","0,02","182,00","1,26","82,00","333,00","223,00","0,07","1,94","25,08"
7800303,"Galinha em pedaços ",8,"Molho vermelho","14,60","21,60","0,04","150,80","1,21","170,40","333,00","244,60","0,08","1,59","19,16"
7800303,"Galinha em pedaços ",9,"Molho branco","34,36","20,67","0,03","164,75","1,08","120,60","333,00","207,92","0,06","1,64","21,27"
7800303,"Galinha em pedaços ",13,"Ensopado","15,00","23,00","0,02","182,00","1,26","82,00","333,00","223,00","0,07","1,94","25,08"
7800304,"Carne de galinha ",1,"Cru(a)","15,00","23,00","0,02","182,00","1,26","82,00","333,00","223,00","0,07","1,94","23,90"
7800304,"Carne de galinha ",2,"Cozido(a)","15,00","23,00","0,02","182,00","1,26","82,00","333,00","223,00","0,07","1,94","23,90"
7800304,"Carne de galinha ",3,"Grelhado(a)/brasa/churrasco","15,00","23,00","0,02","182,00","1,26","82,00","333,00","223,00","0,07","1,94","23,90"
7800304,"Carne de galinha ",4,"Assado(a)","15,00","23,00","0,02","182,00","1,26","82,00","333,00","223,00","0,07","1,94","23,90"
7800304,"Carne de galinha ",5,"Frito(a)","15,00","23,00","0,02","182,00","1,26","82,00","333,00","223,00","0,07","1,94","25,08"
7800304,"Carne de galinha ",6,"Empanado(a)/à milanesa","15,67","23,98","0,05","186,80","1,47","82,09","333,00","227,76","0,07","1,97","26,58"
7800304,"Carne de galinha ",7,"Refogado(a)","15,00","23,00","0,02","182,00","1,26","82,00","333,00","223,00","0,07","1,94","23,90"
7800304,"Carne de galinha ",8,"Molho vermelho","15,00","23,00","0,02","182,00","1,26","82,00","333,00","223,00","0,07","1,94","25,08"
7800304,"Carne de galinha ",9,"Molho branco","34,36","20,67","0,03","164,75","1,08","120,60","333,00","207,92","0,06","1,64","21,27"
7800304,"Carne de galinha ",13,"Ensopado","15,00","23,00","0,02","182,00","1,26","82,00","333,00","223,00","0,07","1,94","25,08"
7800304,"Carne de galinha ",15,"Sopa","5,22","3,26","0,08","18,48","0,24","343,65","-","37,02","0,03","0,15","1,55"
7800304,"Carne de galinha ",99,"Não se aplica","15,00","23,00","0,02","182,00","1,26","82,00","333,00","223,00","0,07","1,94","23,90"
7800401,"Peito de galinha ou frango",1,"Cru(a)","15,00","27,00","0,02","216,00","1,06","77,00","333,00","247,00","0,05","1,23","24,40"
7800401,"Peito de galinha ou frango",2,"Cozido(a)","15,00","27,00","0,02","216,00","1,06","77,00","333,00","247,00","0,05","1,23","24,40"
7800401,"Peito de galinha ou frango",3,"Grelhado(a)/brasa/churrasco","15,00","27,00","0,02","216,00","1,06","77,00","333,00","247,00","0,05","1,23","24,40"
7800401,"Peito de galinha ou frango",4,"Assado(a)","15,00","27,00","0,02","216,00","1,06","77,00","333,00","247,00","0,05","1,23","24,40"
7800401,"Peito de galinha ou frango",5,"Frito(a)","15,00","27,00","0,02","216,00","1,06","77,00","333,00","247,00","0,05","1,23","25,58"
7800401,"Peito de galinha ou frango",6,"Empanado(a)/à milanesa","15,67","27,98","0,05","220,80","1,27","77,09","333,00","251,76","0,06","1,26","27,08"
7800401,"Peito de galinha ou frango",7,"Refogado(a)","15,00","27,00","0,02","216,00","1,06","77,00","333,00","247,00","0,05","1,23","25,58"
7800401,"Peito de galinha ou frango",8,"Molho vermelho","14,60","24,80","0,04","178,00","1,05","166,40","333,00","263,80","0,06","1,02","19,56"
7800401,"Peito de galinha ou frango",9,"Molho branco","34,88","23,91","0,02","192,49","0,92","82,52","333,00","227,65","0,04","1,07","20,69"
7800401,"Peito de galinha ou frango",13,"Ensopado","15,00","27,00","0,02","216,00","1,06","77,00","333,00","247,00","0,05","1,23","25,58"
7800401,"Peito de galinha ou frango",15,"Sopa","5,22","3,26","0,08","18,48","0,24","343,65","-","37,02","0,03","0,15","1,55"
7800401,"Peito de galinha ou frango",99,"Não se aplica","15,00","27,00","0,02","216,00","1,06","77,00","333,00","247,00","0,05","1,23","24,40"
7800402,"Filé de frango",1,"Cru(a)","15,00","27,00","0,02","216,00","1,06","77,00","333,00","247,00","0,05","1,23","24,40"
7800402,"Filé de frango",2,"Cozido(a)","15,00","27,00","0,02","216,00","1,06","77,00","333,00","247,00","0,05","1,23","24,40"
7800402,"Filé de frango",3,"Grelhado(a)/brasa/churrasco","15,00","27,00","0,02","216,00","1,06","77,00","333,00","247,00","0,05","1,23","24,40"
7800402,"Filé de frango",4,"Assado(a)","15,00","27,00","0,02","216,00","1,06","77,00","333,00","247,00","0,05","1,23","24,40"
7800402,"Filé de frango",5,"Frito(a)","15,00","27,00","0,02","216,00","1,06","77,00","333,00","247,00","0,05","1,23","25,58"
7800402,"Filé de frango",6,"Empanado(a)/à milanesa","15,67","27,98","0,05","220,80","1,27","77,09","333,00","251,76","0,06","1,26","27,08"
7800402,"Filé de frango",7,"Refogado(a)","15,00","27,00","0,02","216,00","1,06","77,00","333,00","247,00","0,05","1,23","25,58"
7800402,"Filé de frango",8,"Molho vermelho","14,60","24,80","0,04","178,00","1,05","166,40","333,00","263,80","0,06","1,02","19,56"
7800402,"Filé de frango",9,"Molho branco","34,88","23,91","0,02","192,49","0,92","82,52","333,00","227,65","0,04","1,07","20,69"
7800402,"Filé de frango",10,"Ao alho e óleo","15,00","27,00","0,02","216,00","1,06","77,00","333,00","247,00","0,05","1,23","25,58"
7800402,"Filé de frango",13,"Ensopado","15,00","27,00","0,02","216,00","1,06","77,00","333,00","247,00","0,05","1,23","25,58"
7800402,"Filé de frango",99,"Não se aplica","15,00","27,00","0,02","216,00","1,06","77,00","333,00","247,00","0,05","1,23","24,40"
7800602,"Carcaça de galinha ou frango",2,"Cozido(a)","15,00","27,00","0,02","216,00","1,06","77,00","333,00","247,00","0,05","1,23","24,40"
7800602,"Carcaça de galinha ou frango",4,"Assado(a)","15,00","27,00","0,02","216,00","1,06","77,00","333,00","247,00","0,05","1,23","24,40"
7800602,"Carcaça de galinha ou frango",5,"Frito(a)","15,00","27,00","0,02","216,00","1,06","77,00","333,00","247,00","0,05","1,23","25,58"
7800602,"Carcaça de galinha ou frango",7,"Refogado(a)","15,00","27,00","0,02","216,00","1,06","77,00","333,00","247,00","0,05","1,23","25,58"
7800602,"Carcaça de galinha ou frango",13,"Ensopado","15,00","27,00","0,02","216,00","1,06","77,00","333,00","247,00","0,05","1,23","25,58"
7800701,"Asa de galinha ou frango",1,"Cru(a)","15,00","19,00","0,02","151,00","1,27","82,00","333,00","184,00","0,06","1,82","22,20"
7800701,"Asa de galinha ou frango",2,"Cozido(a)","15,00","19,00","0,02","151,00","1,27","82,00","333,00","184,00","0,06","1,82","22,20"
7800701,"Asa de galinha ou frango",3,"Grelhado(a)/brasa/churrasco","15,00","19,00","0,02","151,00","1,27","82,00","333,00","184,00","0,06","1,82","22,20"
7800701,"Asa de galinha ou frango",4,"Assado(a)","15,00","19,00","0,02","151,00","1,27","82,00","333,00","184,00","0,06","1,82","22,20"
7800701,"Asa de galinha ou frango",5,"Frito(a)","15,00","19,00","0,02","151,00","1,27","82,00","333,00","184,00","0,06","1,82","23,38"
7800701,"Asa de galinha ou frango",6,"Empanado(a)/à milanesa","15,67","19,98","0,05","155,80","1,48","82,09","333,00","188,76","0,06","1,85","24,88"
7800701,"Asa de galinha ou frango",7,"Refogado(a)","15,00","19,00","0,02","151,00","1,27","82,00","333,00","184,00","0,06","1,82","23,38"
7800701,"Asa de galinha ou frango",8,"Molho vermelho","14,60","18,40","0,04","126,00","1,22","170,40","333,00","213,40","0,07","1,50","17,80"
7800701,"Asa de galinha ou frango",13,"Ensopado","15,00","19,00","0,02","151,00","1,27","82,00","333,00","184,00","0,06","1,82","23,38"
7800702,"Drumete de galinha ou frango",2,"Cozido(a)","30,00","24,00","0,02","198,00","2,29","73,00","333,00","282,00","0,14","4,22","38,60"
7800702,"Drumete de galinha ou frango",3,"Grelhado(a)/brasa/churrasco","30,00","24,00","0,02","198,00","2,29","73,00","333,00","282,00","0,14","4,22","38,60"
7800702,"Drumete de galinha ou frango",4,"Assado(a)","30,00","24,00","0,02","198,00","2,29","73,00","333,00","282,00","0,14","4,22","38,60"
7800702,"Drumete de galinha ou frango",5,"Frito(a)","30,00","24,00","0,02","198,00","2,29","73,00","333,00","282,00","0,14","4,22","39,78"
7800702,"Drumete de galinha ou frango",7,"Refogado(a)","30,00","24,00","0,02","198,00","2,29","73,00","333,00","282,00","0,14","4,22","39,78"
7800702,"Drumete de galinha ou frango",8,"Molho vermelho","26,60","22,40","0,04","163,60","2,04","163,20","333,00","291,80","0,14","3,42","30,92"
7800801,"Pescoço de galinha ou frango",2,"Cozido(a)","21,00","20,00","0,02","154,00","1,42","87,00","333,00","210,00","0,08","2,25","22,50"
7800801,"Pescoço de galinha ou frango",4,"Assado(a)","21,00","20,00","0,02","154,00","1,42","87,00","333,00","210,00","0,08","2,25","22,50"
7800801,"Pescoço de galinha ou frango",5,"Frito(a)","21,00","20,00","0,02","154,00","1,42","87,00","333,00","210,00","0,08","2,25","23,68"
7800801,"Pescoço de galinha ou frango",7,"Refogado(a)","21,00","20,00","0,02","154,00","1,42","87,00","333,00","210,00","0,08","2,25","23,68"
7800801,"Pescoço de galinha ou frango",9,"Molho branco","39,68","18,31","0,03","142,89","1,21","90,52","333,00","198,05","0,07","1,89","19,17"
7800901,"Pé de galinha ou frango",2,"Cozido(a)","88,00","5,00","0,02","83,00","0,91","67,00","333,00","31,00","0,10","0,69","3,60"
7800901,"Pé de galinha ou frango",3,"Grelhado(a)/brasa/churrasco","88,00","5,00","0,02","83,00","0,91","67,00","333,00","31,00","0,10","0,69","3,60"
7800901,"Pé de galinha ou frango",4,"Assado(a)","88,00","5,00","0,02","83,00","0,91","67,00","333,00","31,00","0,10","0,69","3,60"
7800901,"Pé de galinha ou frango",5,"Frito(a)","88,00","5,00","0,02","83,00","0,91","67,00","333,00","31,00","0,10","0,69","4,78"
7800901,"Pé de galinha ou frango",7,"Refogado(a)","88,00","5,00","0,02","83,00","0,91","67,00","333,00","31,00","0,10","0,69","4,78"
7800901,"Pé de galinha ou frango",8,"Molho vermelho","73,00","7,20","0,03","71,60","0,93","158,40","333,00","91,00","0,11","0,59","2,92"
7800901,"Pé de galinha ou frango",13,"Ensopado","88,00","5,00","0,02","83,00","0,91","67,00","333,00","31,00","0,10","0,69","4,78"
7801001,"Miúdo de galinha ou frango ",2,"Cozido(a)","11,00","25,00","0,36","405,00","11,63","76,00","333,00","263,00","0,50","3,98","82,40"
7801001,"Miúdo de galinha ou frango ",4,"Assado(a)","11,00","25,00","0,36","405,00","11,63","76,00","333,00","263,00","0,50","3,98","82,40"
7801001,"Miúdo de galinha ou frango ",5,"Frito(a)","11,00","25,00","0,36","405,00","11,63","76,00","333,00","263,00","0,50","3,98","83,58"
7801001,"Miúdo de galinha ou frango ",8,"Molho vermelho","11,40","23,20","0,31","329,20","9,51","165,60","333,00","276,60","0,42","3,22","65,96"
7801001,"Miúdo de galinha ou frango ",15,"Sopa","5,22","3,26","0,08","18,48","0,24","343,65","-","37,02","0,03","0,15","1,55"
7801101,"Moela de galinha ou frango",2,"Cozido(a)","17,00","3,00","0,07","189,00","3,19","56,00","333,00","179,00","0,16","4,42","41,10"
7801101,"Moela de galinha ou frango",3,"Grelhado(a)/brasa/churrasco","17,00","3,00","0,07","189,00","3,19","56,00","333,00","179,00","0,16","4,42","41,10"
7801101,"Moela de galinha ou frango",5,"Frito(a)","17,00","3,00","0,07","189,00","3,19","56,00","333,00","179,00","0,16","4,42","42,28"
7801101,"Moela de galinha ou frango",7,"Refogado(a)","17,00","3,00","0,07","189,00","3,19","56,00","333,00","179,00","0,16","4,42","42,28"
7801101,"Moela de galinha ou frango",8,"Molho vermelho","16,20","5,60","0,08","156,40","2,76","149,60","333,00","209,40","0,15","3,58","32,92"
7801101,"Moela de galinha ou frango",9,"Molho branco","36,48","4,71","0,07","170,89","2,62","65,72","333,00","173,25","0,13","3,63","34,05"
7801101,"Moela de galinha ou frango",13,"Ensopado","17,00","3,00","0,07","189,00","3,19","56,00","333,00","179,00","0,16","4,42","42,28"
7801101,"Moela de galinha ou frango",15,"Sopa","5,22","3,26","0,08","18,48","0,24","343,65","-","37,02","0,03","0,15","1,55"
7801202,"Coração de frango",2,"Cozido(a)","19,00","20,00","0,11","199,00","9,03","48,00","333,00","132,00","0,50","7,30","8,00"
7801202,"Coração de frango",3,"Grelhado(a)/brasa/churrasco","19,00","20,00","0,11","199,00","9,03","48,00","333,00","132,00","0,50","7,30","8,00"
7801202,"Coração de frango",4,"Assado(a)","19,00","20,00","0,11","199,00","9,03","48,00","333,00","132,00","0,50","7,30","8,00"
7801202,"Coração de frango",5,"Frito(a)","19,00","20,00","0,11","199,00","9,03","48,00","333,00","132,00","0,50","7,30","9,18"
7801202,"Coração de frango",13,"Ensopado","19,00","20,00","0,11","199,00","9,03","48,00","333,00","132,00","0,50","7,30","8,00"
7801301,"Fígado de galinha ou frango",2,"Cozido(a)","11,00","25,00","0,36","405,00","11,63","76,00","333,00","263,00","0,50","3,98","82,40"
7801301,"Fígado de galinha ou frango",4,"Assado(a)","11,00","25,00","0,36","405,00","11,63","76,00","333,00","263,00","0,50","3,98","82,40"
7801301,"Fígado de galinha ou frango",5,"Frito(a)","11,00","25,00","0,36","405,00","11,63","76,00","333,00","263,00","0,50","3,98","83,58"
7801407,"Canja ",99,"Não se aplica","5,22","3,26","0,08","18,48","0,24","343,65","-","37,02","0,03","0,15","1,55"
7801702,"Peru em pedaço não especificado",2,"Cozido(a)","21,50","22,00","0,02","172,00","1,64","68,00","333,00","224,50","0,09","2,68","29,90"
7801702,"Peru em pedaço não especificado",4,"Assado(a)","21,50","22,00","0,02","172,00","1,64","68,00","333,00","224,50","0,09","2,68","29,90"
7801702,"Peru em pedaço não especificado",5,"Frito(a)","21,50","22,00","0,02","172,00","1,64","68,00","333,00","224,50","0,09","2,68","31,08"
7801702,"Peru em pedaço não especificado",13,"Ensopado","21,50","22,00","0,02","172,00","1,64","68,00","333,00","224,50","0,09","2,68","31,08"
7801801,"Peito de peru",1,"Cru(a)","15,00","28,00","0,03","216,00","1,57","56,00","333,00","277,00","0,09","2,08","32,10"
7801801,"Peito de peru",2,"Cozido(a)","15,00","28,00","0,03","216,00","1,57","56,00","333,00","277,00","0,09","2,08","32,10"
7801801,"Peito de peru",3,"Grelhado(a)/brasa/churrasco","15,00","28,00","0,03","216,00","1,57","56,00","333,00","277,00","0,09","2,08","32,10"
7801801,"Peito de peru",4,"Assado(a)","15,00","28,00","0,03","216,00","1,57","56,00","333,00","277,00","0,09","2,08","32,10"
7801801,"Peito de peru",5,"Frito(a)","15,00","28,00","0,03","216,00","1,57","56,00","333,00","277,00","0,09","2,08","33,28"
7801801,"Peito de peru",6,"Empanado(a)/à milanesa","15,00","28,00","0,03","216,00","1,57","56,00","333,00","277,00","0,09","2,08","33,28"
7801801,"Peito de peru",99,"Não se aplica","15,00","28,00","0,03","216,00","1,57","56,00","333,00","277,00","0,09","2,08","32,10"
7802101,"Asa de peru",2,"Cozido(a)","24,00","25,00","0,02","197,00","1,46","61,00","333,00","266,00","0,06","2,10","29,90"
7802101,"Asa de peru",4,"Assado(a)","24,00","25,00","0,02","197,00","1,46","61,00","333,00","266,00","0,06","2,10","29,90"
7802701,"Chester ",2,"Cozido(a)","21,50","22,00","0,02","172,00","1,64","68,00","333,00","224,50","0,09","2,68","29,90"
7802701,"Chester ",4,"Assado(a)","21,50","22,00","0,02","172,00","1,64","68,00","333,00","224,50","0,09","2,68","29,90"
7802701,"Chester ",99,"Não se aplica","21,50","22,00","0,02","172,00","1,64","68,00","333,00","224,50","0,09","2,68","29,90"
7802702,"Tender",4,"Assado(a)","8,00","22,00","0,04","281,00","1,34","1500,00","-","409,00","0,15","2,47","19,80"
7802801,"Nambu ",2,"Cozido(a)","17,00","26,00","0,02","332,00","5,91","57,00","333,00","256,00","0,76","3,83","20,10"
7802901,"Nuggets de frango",3,"Grelhado(a)/brasa/churrasco","9,85","17,73","0,11","121,52","1,36","704,38","-","138,84","0,05","0,71","16,45"
